id,name,brand,category,category id,speed,glide,turn,fade,stability,link,pic,name_slug,brand_slug,category_slug,stability_slug,color,background_color,jr_maxweight,jr_diameter,jr_height,jr_rimdepth,jr_rimwidth,Rim Thickness (cm),Rim Depth / Diameter Ratio (%),Rim Configuration,Flexibility (kg),Class,Max Weight Vint (gr),Last Year Production,Certification Number,jr_pdgaapproval,pdga_match_tier,pdga_match_confidence,pdga_disc_model,pdga_manufacturer,pdga_approved_date,pdga_certification_number,pdga_class,pdga_diameter_cm,pdga_height_cm,pdga_rim_depth_cm,pdga_inside_rim_diameter_cm,pdga_rim_thickness_cm,pdga_rim_depth_diameter_ratio_pct,pdga_max_weight_gr,pdga_max_weight_vint_gr,pdga_flexibility_kg,pdga_rim_configuration,pdga_last_year_production,pdga_brand_suggested,pdga_brand_differs_from_merged
368,Gatekeeper,Westside Discs,Midrange,18,4,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?cat_ids%5B%5D=975&post_type=product&s=gatekeeper&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010334.webp,gatekeeper,westside-discs,midrange,overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Gatekeeper,Westside Golf Discs,"Dec 28, 2018",18-93,,21.7,1.8,1.3,18.9,1.4,6.0,180.1,,9.87,41.25,,Westside Golf Discs,yes
369,Gator,Innova,Midrange,18,5,2,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=gator&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8367344.webp,gator,innova,midrange,very-overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Gator,Innova Champion Discs,"Jan 21, 2000",00-04,,21.2,1.9,1.4,18.6,1.3,6.6,176.0,,10.32,49.50,,Innova Champion Discs,no
370,Gator3,Innova,Midrange,18,5,2,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=gator3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3367344.webp,gator3,innova,midrange,very-overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Gator3,Innova Champion Discs,"Jul 10, 2018",18-59,,21.2,1.8,1.4,18.2,1.5,6.6,176.0,,12.03,49.50,,Innova Champion Discs,no
371,Gauge,Legacy,Midrange,18,5,5,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=gauge&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0310313.webp,gauge,legacy,midrange,stable,#3831F0,#E43DD9,,,,,,,,,,,,,,,B_name_unique,medium,Gauge,Legacy Discs,"Sep 25, 2013",13-61,,21.8,2.2,1.4,19.4,1.2,6.4,180.9,,7.03,48.25,,Legacy Discs,yes
372,Gazelle,Innova,Fairway Driver,17,6,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=gazelle&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4493143.webp,gazelle,innova,control-driver,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Gazelle,Innova Champion Discs,"Mar 8, 1994",94-02,,21.2,1.8,1.2,18.0,1.6,5.7,176.0,,10.54,28.25,,Innova Champion Discs,no
373,Gecko,Elevation Disc Golf,Fairway Driver,17,9,4,0,3.5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Gecko&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000322.webp,gecko,elevation-disc-golf,control-driver,very-overstable,#FFFFFF,#6A431D,175.1,21.1,1.5,1.1,17.5,1.8,5.2,33.5,1.59,,,,23-17,"Jan 16, 2023",A_name_brand,high,Gecko,Elevation Disc Golf,"Jan 16, 2023",23-17,,21.1,1.5,1.1,17.5,1.8,5.2,175.1,,1.59,33.50,,Elevation Disc Golf,no
374,General,Dynamic Discs,Distance Driver,15,12,4,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=General&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000432.webp,general,dynamic-discs,distance-driver,very-overstable,#FFFFFF,#0082F4,175.1,21.1,1.8,1.1,16.7,2.2,5.2,29,12.16,,,,24-13,"Feb 5, 2024",A_name_brand,high,General,Dynamic Discs,"Feb 5, 2024",24-13,,21.1,1.8,1.1,16.7,2.2,5.2,175.1,,12.16,29.00,,Dynamic Discs,no
375,Genius,Discmania,Fairway Driver,17,7,5,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Genius&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000033.webp,genius,discmania,control-driver,very-understable,#FFA813,#9A0C0C,,,,,,,,,,,,,,,A_name_brand,high,Genius (originally Sun Crow),Discmania,"Apr 3, 2019",19-34,,21.1,1.7,1.2,17.7,1.7,5.7,175.1,,12.15,29.50,,Discmania,no
376,Getaway,Dynamic Discs,Control Driver,16,9,5,-0.5,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=getaway&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0405799.webp,getaway,dynamic-discs,hybrid-driver,overstable,#FFFFFF,#0082F4,175.1,21.1,1.8,1.1,17.1,2,5.2,28.75,11,,,,17-122,"Dec 4, 2017",A_name_brand,high,Getaway,Dynamic Discs,"Dec 4, 2017",17-122,,21.1,1.8,1.1,17.1,2.0,5.2,175.1,,11.00,28.75,,Dynamic Discs,no
377,Ghost,Legacy,Midrange,18,4,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=ghost&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8109139.webp,ghost,legacy,midrange,overstable,#3831F0,#E43DD9,,,,,,,,,,,,,,,B_name_unique,medium,Ghost,Legacy Discs,"May 13, 2012",12-22,,21.7,2.0,1.3,19.3,1.2,6.0,180.1,,5.44,42.75,,Legacy Discs,yes
378,Giant,Westside Discs,Distance Driver,15,13,4,0,3.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=giant&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8363222.webp,giant,westside-discs,distance-driver,overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Giant (Vipunen1),Westside Golf Discs,"Mar 25, 2012",12-16,,21.1,1.7,1.2,16.6,2.3,5.7,175.1,,10.89,29.25,,Westside Golf Discs,yes
379,Ginger,Clash Discs,Fairway Driver,17,9,4,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Ginger&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000214.webp,ginger,clash-discs,control-driver,overstable,#FF93E9,#2516FF,177.6,21.4,1.7,1.3,17.6,1.9,6.1,26.5,11.48,,,,22-1,"Jan 10, 2022",A_name_brand,high,Ginger,Clash Discs,"Jan 10, 2022",22-1,,21.4,1.7,1.3,17.6,1.9,6.1,177.6,,11.48,26.50,,Clash Discs,no
380,Glacier,Discmania,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=glacier&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000523.webp,glacier,discmania,midrange,overstable,#FFA813,#9A0C0C,180.1,21.7,1.8,1.3,18.9,1.4,6,37.25,11.25,,,,25-15,"Jan 23, 2025",A_name_brand,high,Glacier,Discmania,"Jan 23, 2025",25-15,,21.7,1.8,1.3,18.9,1.4,6.0,180.1,,11.25,37.25,,Discmania,no
381,Gladiator,Latitude 64,Distance Driver,15,13,5,0,3.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=gladiator&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6959153.webp,gladiator,latitude-64,distance-driver,overstable,#FFFFFF,#F40909,175.1,21.1,1.7,1.1,16.5,2.3,5.2,28.5,12.02,,,,16-77,"Dec 7, 2016",A_name_brand,high,Gladiator,Latitude 64,"Dec 7, 2016",16-77,,21.1,1.7,1.1,16.5,2.3,5.2,175.1,,12.02,28.50,,Latitude 64,no
382,Glide,Discraft,Midrange,18,6,5,-3,2,Understable,https://www.marshallstreetdiscgolf.com/product-category/manufacturers/discraft,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6995153.webp,glide,discraft,midrange,understable,#FF3737,#000000,,,,,,,,,,,,,,,A_name_brand,high,Glide (Ace Race 2004),Discraft,"Oct 6, 2004",04-11,,21.5,2.0,1.3,18.6,1.5,6.0,178.5,,11.11,36.50,,Discraft,no
383,Glitch,MVP,Putter,19,1,7,0,0,Stable,https://www.marshallstreetdiscgolf.com/?s=glitch&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000264.webp,glitch,mvp,putter,stable,#000000,#9BF2FF,,,,,,,,,,,,,,,A_name_brand,high,Glitch,MVP Disc Sports,"Jun 27, 2022",22-115,,21.2,2.0,1.6,19.5,0.8,7.5,176.0,,3.41,66.50,,MVP Disc Sports,no
384,Glory,Latitude 64,Fairway Driver,17,7,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=glory&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000255.webp,glory,latitude-64,control-driver,overstable,#FFFFFF,#F40909,,,,,,,,,,,,,,,A_name_brand,high,Glory (Royal Prototype),Latitude 64,"Nov 22, 2021",21-132,,21.2,1.8,1.1,17.6,1.8,5.2,176.0,,11.70,33.00,,Latitude 64,no
385,Glyph,Infinite Discs,Putter,19,1,5,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=glyph&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000448.webp,glyph,infinite-discs,putter,stable,#FFFFFF,#62054C,176,21.2,1.9,1.5,19.7,0.7,7.1,90.25,4.43,,,,24-74,"Apr 15, 2024",A_name_brand,high,Glyph,Infinite Discs,"Apr 15, 2024",24-74,,21.2,1.9,1.5,19.7,0.7,7.1,176.0,,4.43,90.25,,Infinite Discs,no
386,Gnome,Sacred Discs,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=gnome&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000364.webp,gnome,sacred-discs,putter,stable,#0E1774,#B4CDFF,176,21.2,1.9,1.4,19.2,1,6.6,53.25,5.11,,,,23-141,"May 15, 2023",A_name_brand,high,Gnome,Sacred Discs,"May 15, 2023",23-141,,21.2,1.9,1.4,19.2,1.0,6.6,176.0,,5.11,53.25,,Sacred Discs,no
387,Goat,Mint Discs,Distance Driver,15,12,4,-1,3,Stable,https://www.marshallstreetdiscgolf.com/?s=Goat&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000167.webp,goat,mint-discs,distance-driver,stable,#FFFFFF,#F4933E,,,,,,,,,,,,,,,A_name_brand,high,"Goat (aka G.O.A.T, aka The GOAT, aka The Greatest of All Time)",Mint Discs,"Dec 27, 2021",21-157,,21.2,1.7,1.2,16.6,2.3,5.7,176.0,,10.11,27.00,,Mint Discs,no
388,Goat (Eternal),Mint Discs,Distance Driver,15,12,4,0,4,Overstable,https://www.marshallstreetdiscgolf.com/?s=Goat&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000167.webp,goat-eternal,mint-discs,distance-driver,overstable,#FFFFFF,#F4933E,,,,,,,,,,,,,,,A_name_brand,high,"Goat (aka G.O.A.T, aka The GOAT, aka The Greatest of All Time)",Mint Discs,"Dec 27, 2021",21-157,,21.2,1.7,1.2,16.6,2.3,5.7,176.0,,10.11,27.00,,Mint Discs,no
389,Golem,Other,Putter,19,4,3,0,2.5,Very Overstable,https://www.marshallstreetdiscgolf.com/product/golem-stayput,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000153.webp,golem,other,putter,very-overstable,#000000,#E5FFAA,,,,,,,,,,,,,,,B_name_unique,medium,Golem,Divergent Discs,"Oct 14, 2021",21-109,,21.2,1.7,1.4,18.8,1.2,6.6,176.0,,2.39,47.50,,Divergent Discs,yes
390,Gorgon,Innova,Control Driver,16,10,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=gorgon&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000441.webp,gorgon,innova,hybrid-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Gorgon,Innova Champion Discs,"May 20, 2024",24-104,,21.2,1.6,1.1,16.9,2.1,5.2,176.0,,10.11,34.75,,Innova Champion Discs,no
391,Gorgon (GStar),Innova,Control Driver,16,10,6,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=gorgon&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000441.webp,gorgon-gstar,innova,hybrid-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Gorgon,Innova Champion Discs,"May 20, 2024",24-104,,21.2,1.6,1.1,16.9,2.1,5.2,176.0,,10.11,34.75,,Innova Champion Discs,no
392,Gote,Kastaplast,Midrange,18,4,5,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Gote&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000014.webp,gote,kastaplast,midrange,stable,#000000,#21F1B9,,,,,,,,,,,,,,,A_name_brand,high,Göte,Kastaplast,"Nov 4, 2018",18-75,,21.9,2.1,1.3,19.3,1.3,5.9,181.8,,7.14,42.25,,Kastaplast,no
393,Gou,Yikun,Fairway Driver,17,8,5,-3.5,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=gou&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0165753.webp,gou,yikun,control-driver,very-understable,#006A6E,#FF6F8C,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
394,Grace,Latitude 64,Control Driver,16,11,6,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=grace&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000100.webp,grace,latitude-64,hybrid-driver,stable,#FFFFFF,#F40909,,,,,,,,,,,,,,,A_name_brand,high,Grace (Royal Prototype),Latitude 64,"Dec 14, 2020",20-94,,21.1,1.6,1.1,16.6,2.2,5.2,175.1,,11.93,30.50,,Latitude 64,no
395,Grackle,Mint Discs,Fairway Driver,17,7,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Grackle&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000260.webp,grackle,mint-discs,control-driver,stable,#FFFFFF,#F4933E,176.8,21.3,1.6,1.2,17.5,1.9,5.6,33.75,9.55,,,,21-44,"Apr 5, 2021",A_name_brand,high,Grackle,Mint Discs,"Apr 5, 2021",21-44,,21.3,1.6,1.2,17.5,1.9,5.6,176.8,,9.55,33.75,,Mint Discs,no
396,Grizzly,Daredevil Discs,Midrange,18,4,4,0,2,Overstable,https://www.marshallstreetdiscgolf.com/product/grizzly,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0865915.webp,grizzly,daredevil-discs,midrange,overstable,#FFFFFF,#515151,181.8,21.9,2,1.3,19.3,1.3,5.9,42.25,6.92,,,,07-31,"Jun 12, 2007",A_name_brand,high,Grizzly,Daredevil Discs,"Jun 12, 2007",07-31,,21.9,2.0,1.3,19.3,1.3,5.9,181.8,,6.92,42.25,,Daredevil Discs,no
397,Groove,Innova,Distance Driver,15,13,6,-2,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=groove&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9756547.webp,groove,innova,distance-driver,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Groove,Innova Champion Discs,"Dec 5, 2008",08-37,,21.1,1.7,1.2,16.3,2.4,5.7,175.1,,10.21,28.00,,Innova Champion Discs,no
398,Growler,Lone Star Discs,Distance Driver,15,12,6,-3,2,Understable,https://www.marshallstreetdiscgolf.com/?s=Growler&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000391.webp,growler,lone-star-discs,distance-driver,understable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Growler,Lone Star Disc,"Jul 31, 2023",23-198,,21.1,1.8,1.1,16.6,2.3,5.2,175.1,,7.50,27.00,,Lone Star Disc,yes
399,Grym (OOP),Kastaplast,Distance Driver,15,13,5,-2,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Grym&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9756546.webp,grym-oop,kastaplast,distance-driver,overstable,#000000,#21F1B9,,,,,,,,,,,,,,,A_name_brand,high,Grym,Kastaplast,"Jun 26, 2015",15-59,,21.1,1.8,1.1,16.7,2.2,5.2,175.1,,9.85,26.25,,Kastaplast,no
400,Grym X (OOP),Kastaplast,Distance Driver,15,12,5,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=grym+x&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9756549.webp,grym-x-oop,kastaplast,distance-driver,overstable,#000000,#21F1B9,,,,,,,,,,,,,,,A_name_brand,high,Grym X,Kastaplast,"Apr 6, 2016",16-26,,21.2,1.6,1.1,16.9,2.2,5.2,176.0,,10.21,26.00,,Kastaplast,no
401,Guadalupe,Lone Star Discs,Fairway Driver,17,7,6,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=guadalupe&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000193.webp,guadalupe,lone-star-discs,control-driver,understable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
402,Guard,Dynamic Discs,Putter,19,2,5,0,0.5,Stable,https://www.marshallstreetdiscgolf.com/?s=guard&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010995.webp,guard,dynamic-discs,putter,stable,#FFFFFF,#0082F4,174.3,21,2.1,1.6,19.1,0.9,7.6,90,7.84,,,,18-76,"Nov 4, 2018",A_name_brand,high,Guard,Dynamic Discs,"Nov 4, 2018",18-76,,21.0,2.1,1.6,19.1,0.9,7.6,174.3,,7.84,90.00,,Dynamic Discs,no
403,Guava,Clash Discs,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=guava&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000466.webp,guava,clash-discs,midrange,overstable,#FF93E9,#2516FF,177.6,21.4,1.9,1.4,18.7,1.4,6.5,43.5,7.39,,,,23-193,"Jul 24, 2023",A_name_brand,high,Guava,Clash Discs,"Jul 24, 2023",23-193,,21.4,1.9,1.4,18.7,1.4,6.5,177.6,,7.39,43.50,,Clash Discs,no
404,Gui,Yikun,Putter,19,2,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=gui&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9756548.webp,gui,yikun,putter,overstable,#006A6E,#FF6F8C,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
405,Guld,Kastaplast,Distance Driver,15,13,5,-0.5,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=Guld&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000243.webp,guld,kastaplast,distance-driver,overstable,#000000,#21F1B9,175.1,21.1,1.8,1.2,16.5,2.3,5.7,28.75,9.89,,,,22-89,"May 16, 2022",A_name_brand,high,Guld,Kastaplast,"May 16, 2022",22-89,,21.1,1.8,1.2,16.5,2.3,5.7,175.1,,9.89,28.75,,Kastaplast,no
406,Gumbputt,DGA,Putter,19,2,2,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=gumbputt&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9772244.webp,gumbputt,dga,putter,overstable,#2876FF,#272727,,,,,,,,,,,,,,,B_name_unique,medium,Gumbputt,Disc Golf Association,"Jan 1, 1986",86-04,Vintage Class,21.7,2.2,1.9,20.2,0.7,8.8,180.1,145.4,2.72,86.75,,Disc Golf Association,yes
407,H1 (V2),Prodigy,Control Driver,16,10,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/product/prodigy-h1-v2-400,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7797971.webp,h1-v2,prodigy,hybrid-driver,overstable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,H1 (retooled H1),Prodigy Disc,"Feb 8, 2018",18-15,,21.4,1.6,1.2,17.4,2.0,5.6,177.6,,9.19,28.00,,Prodigy Disc,no
408,H2 (V2),Prodigy,Control Driver,16,10,4,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=h2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7797970.webp,h2-v2,prodigy,hybrid-driver,overstable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,H2,Prodigy Disc,"Sep 26, 2014",14-76,,21.3,1.7,1.2,17.5,1.9,5.6,176.8,,8.05,30.75,,Prodigy Disc,no
409,H3 (V2),Prodigy,Control Driver,16,10,5,-1,1,Stable,https://www.marshallstreetdiscgolf.com/?s=h3+v2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7797973.webp,h3-v2,prodigy,hybrid-driver,stable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,H3,Prodigy Disc,"Feb 25, 2015",15-29,,21.3,1.7,1.2,17.3,2.0,5.6,176.8,,9.30,34.50,,Prodigy Disc,no
410,H4 (V2),Prodigy,Control Driver,16,10,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=h4+v2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000217.webp,h4-v2,prodigy,hybrid-driver,understable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,H4,Prodigy Disc,"Sep 26, 2014",14-77,,21.3,1.8,1.2,17.4,1.9,5.6,176.8,,8.73,41.75,,Prodigy Disc,no
411,H5,Prodigy,Control Driver,16,10,5,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=h5&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/L7997975.webp,h5,prodigy,hybrid-driver,understable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,H5,Prodigy Disc,"Feb 8, 2018",18-17,,21.3,1.7,1.2,17.4,2.0,5.6,176.8,,9.30,37.50,,Prodigy Disc,no
412,H7,Prodigy,Control Driver,16,10,5,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=h7&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000245.webp,h7,prodigy,hybrid-driver,very-understable,#000000,#10A259,,,,,,,,,,,,,,,A_name_brand,high,H7,Prodigy Disc,"Apr 4, 2022",22-47,,21.1,2.0,1.1,17.2,1.9,5.2,175.1,,10.34,31.25,,Prodigy Disc,no
413,Hades,Discraft,Distance Driver,15,12,6,-3,2,Understable,https://www.marshallstreetdiscgolf.com/?s=hades&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000009.webp,hades,discraft,distance-driver,understable,#FF3737,#000000,174.3,21,1.6,1.1,16.5,2.3,5.2,30,11.93,,,,20-20,"Mar 5, 2020",A_name_brand,high,Hades,Discraft,"Mar 5, 2020",20-20,,21.0,1.6,1.1,16.5,2.3,5.2,174.3,,11.93,30.00,,Discraft,no
414,Hallux,Discraft,Control Driver,16,10,5,0,3,Overstable,,,hallux,discraft,hybrid-driver,overstable,#FF3737,#000000,,,,,,,,,,,,,,,A_name_brand,high,Hallux (RW-0925-D),Discraft,"Sep 22, 2025",25-147,,21.4,1.7,1.1,17.6,1.9,5.1,177.6,,10.80,32.25,,Discraft,no
415,Halo,Latitude 64,Distance Driver,15,13,5,-0.5,3,Stable,https://www.marshallstreetdiscgolf.com/?s=halo&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0070453.webp,halo,latitude-64,distance-driver,stable,#FFFFFF,#F40909,176,21.2,1.4,1.1,16.3,2.4,5.2,26.25,11.11,,,,09-30,"Dec 3, 2009",A_name_brand,high,Halo,Latitude 64,"Dec 3, 2009",09-30,,21.2,1.4,1.1,16.3,2.4,5.2,176.0,,11.11,26.25,,Latitude 64,no
416,Hammer,Yikun,Approach Discs,20,2,2.5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=hammer&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4211127.webp,hammer,yikun,approach-discs,overstable,#006A6E,#FF6F8C,,,,,,,,,,,,,,,C_name_ambiguous,needs_review,,,,,,,,,,,,,,,,,,
417,Harp,Westside Discs,Midrange,18,4,3,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=harp&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1110113.webp,harp,westside-discs,midrange,very-overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Harp (Kannel1),Westside Golf Discs,"Oct 28, 2013",13-67,,21.2,1.6,1.4,19.0,1.1,6.6,176.0,,11.79,65.00,,Westside Golf Discs,yes
418,Harpoon,Lone Star Discs,Approach Discs,20,4,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=harpoon&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000301.webp,harpoon,lone-star-discs,approach-discs,overstable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
419,Harrier,Lone Star Discs,Distance Driver,15,12,6,-3,2,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Harrier&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000367.webp,harrier,lone-star-discs,distance-driver,very-understable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Harrier,Lone Star Disc,"Feb 20, 2023",23-53,,21.1,1.7,1.2,16.5,2.3,5.7,175.1,,6.93,27.50,,Lone Star Disc,yes
420,Hatchet,Westside Discs,Fairway Driver,17,9,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=hatchet&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1110114.webp,hatchet,westside-discs,control-driver,understable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Hatchet (Sotakipves1),Westside Golf Discs,"Oct 28, 2013",13-68,,21.3,2.0,1.2,17.6,1.9,5.6,176.8,,8.96,27.00,,Westside Golf Discs,yes
421,Havoc,Latitude 64,Distance Driver,15,13,5,-1,3,Stable,https://www.marshallstreetdiscgolf.com/?s=havoc&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5576048.webp,havoc,latitude-64,distance-driver,stable,#FFFFFF,#F40909,175.1,21.1,1.7,1.1,16.6,2.3,5.2,28,12.02,,,,11-02,"Jan 10, 2011",A_name_brand,high,Havoc,Latitude 64,"Jan 10, 2011",11-02,,21.1,1.7,1.1,16.6,2.3,5.2,175.1,,12.02,28.00,,Latitude 64,no
